product_id,hash_hex,hash_u32,brand,component,stage,rarity_name,rarity_id,level,topspeed,acceleration,handling,installable_slot
t0_pistonhead_engine_street_uncommonrarity,0xC40D47F4,3289204724,pistonhead,engine,street,uncommonrarity,2,2,5,3,0,yes
t0_pistonhead_engine_uber_commonrarity,0xE72D9D7C,3878526332,pistonhead,engine,uber,commonrarity,1,7,16,8,0,yes
t0_pistonhead_engine_uber_eliterarity,0xBFC376B8,3217258168,pistonhead,engine,uber,eliterarity,4,10,20,10,0,yes
t0_pistonhead_engine_uber_greyrarity,0x36B9999F,918133151,pistonhead,engine,uber,greyrarity,0,6,14,8,0,yes
t0_pistonhead_engine_uber_rarerarity,0x4D30A5F2,1295033842,pistonhead,engine,uber,rarerarity,3,9,18,10,0,yes
t0_pistonhead_engine_uber_uncommonrarity,0xF516782D,4111890477,pistonhead,engine,uber,uncommonrarity,2,8,17,9,0,yes
t0_pistonhead_forcedinduction_elite_commonrarity,0x1BCDD729,466474793,pistonhead,forcedinduction,elite,commonrarity,1,10,15,11,0,yes
t0_pistonhead_forcedinduction_elite_greyrarity,0x686716C6,1751586502,pistonhead,forcedinduction,elite,greyrarity,0,10,14,10,0,yes
t0_pistonhead_forcedinduction_elite_uncommonrarity,0xD36DEB76,3547196278,pistonhead,forcedinduction,elite,uncommonrarity,2,10,16,12,0,yes
t0_pistonhead_forcedinduction_pro_commonrarity,0x5E2442E7,1579434727,pistonhead,forcedinduction,pro,commonrarity,1,5,9,6,0,yes
t0_pistonhead_forcedinduction_pro_eliterarity,0x54003C64,1409301604,pistonhead,forcedinduction,pro,eliterarity,4,8,12,8,0,yes
t0_pistonhead_forcedinduction_pro_greyrarity,0xB509A2B3,3037307571,pistonhead,forcedinduction,pro,greyrarity,0,4,8,6,0,yes
t0_pistonhead_forcedinduction_pro_rarerarity,0xA2B16F66,2729537382,pistonhead,forcedinduction,pro,rarerarity,3,7,11,8,0,yes
t0_pistonhead_forcedinduction_pro_uncommonrarity,0x8FDAEF9F,2413490079,pistonhead,forcedinduction,pro,uncommonrarity,2,6,10,7,0,yes
t0_pistonhead_forcedinduction_race_commonrarity,0x0358F7B5,56162229,pistonhead,forcedinduction,race,commonrarity,1,3,6,4,0,yes
t0_pistonhead_forcedinduction_race_eliterarity,0xBEFB708E,3204149390,pistonhead,forcedinduction,race,eliterarity,4,6,9,6,0,yes
t0_pistonhead_forcedinduction_race_greyrarity,0x606E3CA6,1617837222,pistonhead,forcedinduction,race,greyrarity,0,3,5,4,0,yes
t0_pistonhead_forcedinduction_race_rarerarity,0x959B03FF,2509964287,pistonhead,forcedinduction,race,rarerarity,3,5,8,6,0,yes
t0_pistonhead_forcedinduction_race_uncommonrarity,0x59AB3B5E,1504394078,pistonhead,forcedinduction,race,uncommonrarity,2,4,7,5,0,yes
t0_pistonhead_forcedinduction_street_commonrarity,0x1ABB5BEF,448486383,pistonhead,forcedinduction,street,commonrarity,1,1,3,2,0,yes
t0_pistonhead_forcedinduction_street_eliterarity,0x17477699,390559385,pistonhead,forcedinduction,street,eliterarity,4,4,6,4,0,yes
t0_pistonhead_forcedinduction_street_greyrarity,0x32F7773C,855078716,pistonhead,forcedinduction,street,greyrarity,0,1,2,1,0,yes
t0_pistonhead_forcedinduction_street_rarerarity,0x8FE1A153,2413928787,pistonhead,forcedinduction,street,rarerarity,3,3,5,4,0,yes
t0_pistonhead_forcedinduction_street_uncommonrarity,0x85F7D7CF,2247612367,pistonhead,forcedinduction,street,uncommonrarity,2,2,4,3,0,yes
t0_pistonhead_forcedinduction_uber_commonrarity,0xD1D7BA33,3520576051,pistonhead,forcedinduction,uber,commonrarity,1,7,12,8,0,yes
t0_pistonhead_forcedinduction_uber_eliterarity,0x2CB3C0A3,749977763,pistonhead,forcedinduction,uber,eliterarity,4,10,15,10,0,yes
t0_pistonhead_forcedinduction_uber_greyrarity,0xAEDBC570,2933638512,pistonhead,forcedinduction,uber,greyrarity,0,6,11,8,0,yes
t0_pistonhead_forcedinduction_uber_rarerarity,0x15027812,352483346,pistonhead,forcedinduction,uber,rarerarity,3,9,14,10,0,yes
t0_pistonhead_forcedinduction_uber_uncommonrarity,0xE0465AF5,3762707189,pistonhead,forcedinduction,uber,uncommonrarity,2,8,13,9,0,yes
t0_pistonhead_miscparts_pro_commonrarity,0x08CF3E5D,147799645,pistonhead,miscparts,pro,commonrarity,1,5,0,0,0,no
t0_pistonhead_miscparts_pro_eliterarity,0xA95D70CC,2841473228,pistonhead,miscparts,pro,eliterarity,4,8,0,0,0,no
t0_pistonhead_miscparts_pro_greyrarity,0x88C490AF,2294583471,pistonhead,miscparts,pro,greyrarity,0,4,0,0,0,no
t0_pistonhead_miscparts_pro_rarerarity,0x6931A9CF,1764862415,pistonhead,miscparts,pro,rarerarity,3,7,0,0,0,no
t0_pistonhead_miscparts_pro_uncommonrarity,0xF9C5A0CC,4190478540,pistonhead,miscparts,pro,uncommonrarity,2,6,0,0,0,no
t0_pistonhead_miscparts_race_commonrarity,0x7CAE56B4,2091800244,pistonhead,miscparts,race,commonrarity,1,3,0,0,0,no
t0_pistonhead_miscparts_race_eliterarity,0x0863678C,140732300,pistonhead,miscparts,race,eliterarity,4,6,0,0,0,no
t0_pistonhead_miscparts_race_greyrarity,0x1B840C42,461638722,pistonhead,miscparts,race,greyrarity,0,3,0,0,0,no
t0_pistonhead_miscparts_race_rarerarity,0x29D64343,701907779,pistonhead,miscparts,race,rarerarity,3,5,0,0,0,no
t0_pistonhead_miscparts_race_uncommonrarity,0x8FB0885A,2410711130,pistonhead,miscparts,race,uncommonrarity,2,4,0,0,0,no
t0_pistonhead_miscparts_street_commonrarity,0x33C34CBD,868437181,pistonhead,miscparts,street,commonrarity,1,1,0,0,0,no
t0_pistonhead_miscparts_street_eliterarity,0x348EEF18,881782552,pistonhead,miscparts,street,eliterarity,4,4,0,0,0,no
t0_pistonhead_miscparts_street_greyrarity,0x100319BB,268638651,pistonhead,miscparts,street,greyrarity,0,1,0,0,0,no
t0_pistonhead_miscparts_street_rarerarity,0xD87CF1A4,3632066980,pistonhead,miscparts,street,rarerarity,3,3,0,0,0,no
t0_pistonhead_miscparts_street_uncommonrarity,0x6FDEE91D,1876879645,pistonhead,miscparts,street,uncommonrarity,2,2,0,0,0,no
t0_pistonhead_miscparts_uber_commonrarity,0x3DFD44AC,1040008364,pistonhead,miscparts,uber,commonrarity,1,7,0,0,0,no
t0_pistonhead_miscparts_uber_eliterarity,0x85BE8878,2243856504,pistonhead,miscparts,uber,eliterarity,4,10,0,0,0,no
t0_pistonhead_miscparts_uber_greyrarity,0x7DD2F367,2110976871,pistonhead,miscparts,uber,greyrarity,0,6,0,0,0,no
t0_pistonhead_miscparts_uber_rarerarity,0xDEFD4EA3,3741142691,pistonhead,miscparts,uber,rarerarity,3,9,0,0,0,no
t0_pistonhead_miscparts_uber_uncommonrarity,0x098E1396,160306070,pistonhead,miscparts,uber,uncommonrarity,2,8,0,0,0,no
t0_pistonhead_suspension_elite_commonrarity,0xC9AC5AB9,3383515833,pistonhead,suspension,elite,commonrarity,1,10,14,7,10,yes
t0_pistonhead_suspension_elite_greyrarity,0xCBBF4F8D,3418312589,pistonhead,suspension,elite,greyrarity,0,10,14,6,9,yes
t0_pistonhead_suspension_elite_uncommonrarity,0x8FCC4B27,2412530471,pistonhead,suspension,elite,uncommonrarity,2,10,15,7,11,yes
t0_pistonhead_suspension_pro_commonrarity,0x965A1CCC,2522488012,pistonhead,suspension,pro,commonrarity,1,5,6,4,9,yes
t0_pistonhead_suspension_pro_eliterarity,0xA610AAA8,2786110120,pistonhead,suspension,pro,eliterarity,4,8,8,5,12,yes
t0_pistonhead_suspension_pro_greyrarity,0xFFE516BA,4293203642,pistonhead,suspension,pro,greyrarity,0,4,6,3,8,yes
t0_pistonhead_suspension_pro_rarerarity,0xFEBCEF4C,4273794892,pistonhead,suspension,pro,rarerarity,3,7,8,4,11,yes
t0_pistonhead_suspension_pro_uncommonrarity,0xBF5733D6,3210163158,pistonhead,suspension,pro,uncommonrarity,2,6,7,4,10,yes
t0_pistonhead_suspension_race_commonrarity,0xD64B767C,3595269756,pistonhead,suspension,race,commonrarity,1,3,4,3,6,yes
t0_pistonhead_suspension_race_eliterarity,0xF5F82592,4126680466,pistonhead,suspension,race,eliterarity,4,6,6,4,9,yes
t0_pistonhead_suspension_race_greyrarity,0x9D6E80A3,2641264803,pistonhead,suspension,race,greyrarity,0,3,4,2,5,yes
t0_pistonhead_suspension_race_rarerarity,0x59FABE74,1509604980,pistonhead,suspension,race,rarerarity,3,5,6,3,8,yes
t0_pistonhead_suspension_race_uncommonrarity,0xC16C957D,3245118845,pistonhead,suspension,race,uncommonrarity,2,4,5,3,7,yes
t0_pistonhead_suspension_street_commonrarity,0x5A7C79CB,1518107083,pistonhead,suspension,street,commonrarity,1,1,2,1,3,yes
t0_pistonhead_suspension_street_eliterarity,0xFCAEE3DF,4239320031,pistonhead,suspension,street,eliterarity,4,4,4,3,6,yes
t0_pistonhead_suspension_street_greyrarity,0x45D509E7,1171589607,pistonhead,suspension,street,greyrarity,0,1,1,0,2,yes
t0_pistonhead_suspension_street_rarerarity,0x8E0404CE,2382628046,pistonhead,suspension,street,rarerarity,3,3,4,2,5,yes
t0_pistonhead_suspension_street_uncommonrarity,0xC1959D5A,3247807834,pistonhead,suspension,street,uncommonrarity,2,2,3,2,4,yes
t0_pistonhead_suspension_uber_commonrarity,0x2CF651D8,754340312,pistonhead,suspension,uber,commonrarity,1,7,8,5,12,yes
t0_pistonhead_suspension_uber_eliterarity,0x81F30875,2180188277,pistonhead,suspension,uber,eliterarity,4,10,10,5,15,yes
t0_pistonhead_suspension_uber_greyrarity,0xED6560FF,3982844159,pistonhead,suspension,uber,greyrarity,0,6,8,4,11,yes
t0_pistonhead_suspension_uber_rarerarity,0x111F796B,287275371,pistonhead,suspension,uber,rarerarity,3,9,10,5,14,yes
t0_pistonhead_suspension_uber_uncommonrarity,0x91CB787C,2446030972,pistonhead,suspension,uber,uncommonrarity,2,8,9,5,13,yes
t0_pistonhead_tires_elite_commonrarity,0xD49C48AE,3567012014,pistonhead,tires,elite,commonrarity,1,10,7,6,10,yes
t0_pistonhead_tires_elite_greyrarity,0x4DC09294,1304466068,pistonhead,tires,elite,greyrarity,0,10,6,6,9,yes
t0_pistonhead_tires_elite_uncommonrarity,0xF10F25AE,4044301742,pistonhead,tires,elite,uncommonrarity,2,10,7,7,11,yes
t0_pistonhead_tires_pro_commonrarity,0x30D16ECD,819031757,pistonhead,tires,pro,commonrarity,1,5,4,4,6,yes
t0_pistonhead_tires_pro_eliterarity,0xC5F77622,3321329186,pistonhead,tires,pro,eliterarity,4,8,5,5,8,yes
t0_pistonhead_tires_pro_greyrarity,0x6059213E,1616453950,pistonhead,tires,pro,greyrarity,0,4,3,3,6,yes
t0_pistonhead_tires_pro_rarerarity,0x9950BCBA,2572205242,pistonhead,tires,pro,rarerarity,3,7,4,4,8,yes
t0_pistonhead_tires_pro_uncommonrarity,0x91DD5778,2447202168,pistonhead,tires,pro,uncommonrarity,2,6,4,4,7,yes
t0_pistonhead_tires_race_commonrarity,0x6AC14891,1791051921,pistonhead,tires,race,commonrarity,1,3,3,3,4,yes
t0_pistonhead_tires_race_eliterarity,0x6FF6A254,1878434388,pistonhead,tires,race,eliterarity,4,6,4,4,6,yes
t0_pistonhead_tires_race_greyrarity,0x4C9D00BA,1285357754,pistonhead,tires,race,greyrarity,0,3,2,2,4,yes
t0_pistonhead_tires_race_rarerarity,0x9A03918A,2583925130,pistonhead,tires,race,rarerarity,3,5,3,3,6,yes
t0_pistonhead_tires_race_uncommonrarity,0xD0A3F946,3500407110,pistonhead,tires,race,uncommonrarity,2,4,3,3,5,yes
t0_pistonhead_tires_street_commonrarity,0xABF0F163,2884694371,pistonhead,tires,street,commonrarity,1,1,1,1,2,yes
t0_pistonhead_tires_street_eliterarity,0xB84BEC51,3091983441,pistonhead,tires,street,eliterarity,4,4,3,3,4,yes
t0_pistonhead_tires_street_greyrarity,0x648DB474,1687008372,pistonhead,tires,street,greyrarity,0,1,0,0,1,yes
t0_pistonhead_tires_street_rarerarity,0x2A03BB61,704887649,pistonhead,tires,street,rarerarity,3,3,2,2,4,yes
t0_pistonhead_tires_street_uncommonrarity,0xE85F0974,3898542452,pistonhead,tires,street,uncommonrarity,2,2,2,2,3,yes
t0_pistonhead_tires_uber_commonrarity,0x9E1CCE74,2652687988,pistonhead,tires,uber,commonrarity,1,7,5,5,8,yes
t0_pistonhead_tires_uber_eliterarity,0x54176CE8,1410821352,pistonhead,tires,uber,eliterarity,4,10,5,5,10,yes
t0_pistonhead_tires_uber_greyrarity,0x3567A582,895985026,pistonhead,tires,uber,greyrarity,0,6,4,4,8,yes
t0_pistonhead_tires_uber_rarerarity,0x5558386D,1431844973,pistonhead,tires,uber,rarerarity,3,9,5,5,10,yes
t0_pistonhead_tires_uber_uncommonrarity,0x54F1C981,1425131905,pistonhead,tires,uber,uncommonrarity,2,8,5,5,9,yes
t0_pistonhead_transmission_elite_commonrarity,0xF15543F6,4048897014,pistonhead,transmission,elite,commonrarity,1,10,20,10,6,yes
t0_pistonhead_transmission_elite_greyrarity,0x0FF9E60D,268035597,pistonhead,transmission,elite,greyrarity,0,10,18,9,6,yes
t0_pistonhead_transmission_elite_uncommonrarity,0x01C10AC8,29428424,pistonhead,transmission,elite,uncommonrarity,2,10,22,11,7,yes
t0_pistonhead_transmission_pro_commonrarity,0xE4E6BBB5,3840326581,pistonhead,transmission,pro,commonrarity,1,5,12,6,4,yes
t0_pistonhead_transmission_pro_eliterarity,0x0035FEEF,3538671,pistonhead,transmission,pro,eliterarity,4,8,16,8,5,yes
t0_pistonhead_transmission_pro_greyrarity,0x58045B04,1476680452,pistonhead,transmission,pro,greyrarity,0,4,10,6,3,yes
t0_pistonhead_transmission_pro_rarerarity,0x9E5490AD,2656342189,pistonhead,transmission,pro,rarerarity,3,7,14,8,4,yes
t0_pistonhead_transmission_pro_uncommonrarity,0xC22BCFE2,3257651170,pistonhead,transmission,pro,uncommonrarity,2,6,13,7,4,yes
t0_pistonhead_transmission_race_commonrarity,0xE2C5A181,3804602753,pistonhead,transmission,race,commonrarity,1,3,8,4,3,yes
t0_pistonhead_transmission_race_eliterarity,0x2C67A36B,744989547,pistonhead,transmission,race,eliterarity,4,6,12,6,4,yes
t0_pistonhead_transmission_race_greyrarity,0x411E8109,1092518153,pistonhead,transmission,race,greyrarity,0,3,6,4,2,yes
t0_pistonhead_transmission_race_rarerarity,0x6F03AC2B,1862511659,pistonhead,transmission,race,rarerarity,3,5,10,6,3,yes
t0_pistonhead_transmission_race_uncommonrarity,0xA25EE31C,2724127516,pistonhead,transmission,race,uncommonrarity,2,4,9,5,3,yes
t0_pistonhead_transmission_street_commonrarity,0x6252BB97,1649589143,pistonhead,transmission,street,commonrarity,1,1,4,2,1,yes
t0_pistonhead_transmission_street_eliterarity,0x3B85EE04,998632964,pistonhead,transmission,street,eliterarity,4,4,8,4,3,yes
t0_pistonhead_transmission_street_greyrarity,0xD2C7662F,3536283183,pistonhead,transmission,street,greyrarity,0,1,3,1,0,yes
t0_pistonhead_transmission_street_rarerarity,0xC5D2B2FD,3318919933,pistonhead,transmission,street,rarerarity,3,3,6,4,2,yes
t0_pistonhead_transmission_street_uncommonrarity,0x4A377317,1245147927,pistonhead,transmission,street,uncommonrarity,2,2,5,3,2,yes
t0_pistonhead_transmission_uber_commonrarity,0xC1050F43,3238334275,pistonhead,transmission,uber,commonrarity,1,7,16,8,5,yes
t0_pistonhead_transmission_uber_eliterarity,0x7D20B6C7,2099295943,pistonhead,transmission,uber,eliterarity,4,10,20,10,5,yes
t0_pistonhead_transmission_uber_greyrarity,0xE47DD0E5,3833450725,pistonhead,transmission,uber,greyrarity,0,6,14,8,4,yes
t0_pistonhead_transmission_uber_rarerarity,0x50E8FC52,1357446226,pistonhead,transmission,uber,rarerarity,3,9,18,10,5,yes
t0_pistonhead_transmission_uber_uncommonrarity,0xC7EBE876,3354126454,pistonhead,transmission,uber,uncommonrarity,2,8,17,9,5,yes
t0_rails_brakes_elite_commonrarity,0x69F2E769,1777526633,rails,brakes,elite,commonrarity,1,10,0,0,20,yes
t0_rails_brakes_elite_greyrarity,0x83B2C047,2209529927,rails,brakes,elite,greyrarity,0,10,0,0,18,yes
t0_rails_brakes_elite_uncommonrarity,0xCD3493BA,3442774970,rails,brakes,elite,uncommonrarity,2,10,0,0,22,yes
t0_rails_brakes_pro_commonrarity,0xBB5BB52D,3143349549,rails,brakes,pro,commonrarity,1,5,0,0,12,yes
t0_rails_brakes_pro_eliterarity,0x410845AD,1091061165,rails,brakes,pro,eliterarity,4,8,0,0,16,yes
t0_rails_brakes_pro_greyrarity,0x83DCBCAF,2212281519,rails,brakes,pro,greyrarity,0,4,0,0,10,yes
t0_rails_brakes_pro_rarerarity,0x628986BD,1653180093,rails,brakes,pro,rarerarity,3,7,0,0,14,yes
t0_rails_brakes_pro_uncommonrarity,0x7261B1A2,1919005090,rails,brakes,pro,uncommonrarity,2,6,0,0,13,yes
t0_rails_brakes_race_commonrarity,0x158A362E,361379374,rails,brakes,race,commonrarity,1,3,0,0,8,yes
t0_rails_brakes_race_eliterarity,0x9E9DCDD8,2661141976,rails,brakes,race,eliterarity,4,6,0,0,12,yes
t0_rails_brakes_race_greyrarity,0xE2707E23,3799023139,rails,brakes,race,greyrarity,0,3,0,0,6,yes
t0_rails_brakes_race_rarerarity,0xFF7145E8,4285613544,rails,brakes,race,rarerarity,3,5,0,0,10,yes
t0_rails_brakes_race_uncommonrarity,0xD090A35D,3499139933,rails,brakes,race,uncommonrarity,2,4,0,0,9,yes
t0_rails_brakes_street_commonrarity,0x3730C76C,925943660,rails,brakes,street,commonrarity,1,1,0,0,4,yes
t0_rails_brakes_street_eliterarity,0x3278642D,846750765,rails,brakes,street,eliterarity,4,4,0,0,8,yes
t0_rails_brakes_street_greyrarity,0x6BCD2BED,1808608237,rails,brakes,street,greyrarity,0,1,0,0,3,yes
t0_rails_brakes_street_rarerarity,0xD22E0366,3526230886,rails,brakes,street,rarerarity,3,3,0,0,6,yes
t0_rails_brakes_street_uncommonrarity,0x67379952,1731696978,rails,brakes,street,uncommonrarity,2,2,0,0,5,yes
t0_rails_brakes_uber_commonrarity,0x97860AD0,2542144208,rails,brakes,uber,commonrarity,1,7,0,0,16,yes
t0_rails_brakes_uber_eliterarity,0x847E410F,2222866703,rails,brakes,uber,eliterarity,4,10,0,0,20,yes
t0_rails_brakes_uber_greyrarity,0xAFE2D639,2950878777,rails,brakes,uber,greyrarity,0,6,0,0,14,yes
t0_rails_brakes_uber_rarerarity,0x0B1CF87B,186447995,rails,brakes,uber,rarerarity,3,9,0,0,18,yes
t0_rails_brakes_uber_uncommonrarity,0x52D57E33,1389723187,rails,brakes,uber,uncommonrarity,2,8,0,0,17,yes
t0_rails_engine_elite_commonrarity,0x5A949806,1519687686,rails,engine,elite,commonrarity,1,10,15,11,0,yes
t0_rails_engine_elite_greyrarity,0x6755DD67,1733680487,rails,engine,elite,greyrarity,0,10,14,10,0,yes
t0_rails_engine_elite_uncommonrarity,0x507737FB,1349990395,rails,engine,elite,uncommonrarity,2,10,16,12,0,yes
t0_rails_engine_pro_commonrarity,0x9DC80218,2647130648,rails,engine,pro,commonrarity,1,5,9,6,0,yes
t0_rails_engine_pro_eliterarity,0xE10AF3D8,3775591384,rails,engine,pro,eliterarity,4,8,12,8,0,yes
t0_rails_engine_pro_greyrarity,0x4B3052FE,1261458174,rails,engine,pro,greyrarity,0,4,8,6,0,yes
t0_rails_engine_pro_rarerarity,0x7A2C5021,2049724449,rails,engine,pro,rarerarity,3,7,11,8,0,yes
t0_rails_engine_pro_uncommonrarity,0x0FECFFC6,267190214,rails,engine,pro,uncommonrarity,2,6,10,7,0,yes
t0_rails_engine_race_commonrarity,0x62F13D95,1659977109,rails,engine,race,commonrarity,1,3,6,4,0,yes
t0_rails_engine_race_eliterarity,0xB8040923,3087272227,rails,engine,race,eliterarity,4,6,9,6,0,yes
t0_rails_engine_race_greyrarity,0xAB2065A3,2871027107,rails,engine,race,greyrarity,0,3,5,4,0,yes
t0_rails_engine_race_rarerarity,0xDD6EB7EB,3715020779,rails,engine,race,rarerarity,3,5,8,6,0,yes
t0_rails_engine_race_uncommonrarity,0xFD01AC0A,4244745226,rails,engine,race,uncommonrarity,2,4,7,5,0,yes
t0_rails_engine_street_commonrarity,0x8AFD2AEA,2331847402,rails,engine,street,commonrarity,1,1,3,2,0,yes
t0_rails_engine_street_eliterarity,0xB874FE4F,3094675023,rails,engine,street,eliterarity,4,4,6,4,0,yes
t0_rails_engine_street_greyrarity,0x335E932F,861836079,rails,engine,street,greyrarity,0,1,2,1,0,yes
t0_rails_engine_street_rarerarity,0xDD14BF89,3709124489,rails,engine,street,rarerarity,3,3,5,4,0,yes
t0_rails_engine_street_uncommonrarity,0x1D0F6829,487548969,rails,engine,street,uncommonrarity,2,2,4,3,0,yes
t0_rails_engine_uber_commonrarity,0x184C0AE0,407636704,rails,engine,uber,commonrarity,1,7,12,8,0,yes
t0_rails_engine_uber_eliterarity,0x11E9C8CA,300533962,rails,engine,uber,eliterarity,4,10,15,10,0,yes
t0_rails_engine_uber_greyrarity,0x7B77A0CE,2071437518,rails,engine,uber,greyrarity,0,6,11,8,0,yes
t0_rails_engine_uber_rarerarity,0x6B4EF318,1800336152,rails,engine,uber,rarerarity,3,9,14,10,0,yes
t0_rails_engine_uber_uncommonrarity,0xE239EAB1,3795446449,rails,engine,uber,uncommonrarity,2,8,13,9,0,yes
t0_rails_forcedinduction_elite_commonrarity,0x93DD5036,2480754742,rails,forcedinduction,elite,commonrarity,1,10,7,11,0,yes
t0_rails_forcedinduction_elite_greyrarity,0x77347FA4,1999929252,rails,forcedinduction,elite,greyrarity,0,10,6,10,0,yes
t0_rails_forcedinduction_elite_uncommonrarity,0xE528591A,3844626714,rails,forcedinduction,elite,uncommonrarity,2,10,8,11,0,yes
t0_rails_forcedinduction_pro_commonrarity,0x8CA6B5A8,2359735720,rails,forcedinduction,pro,commonrarity,1,5,4,6,0,yes
t0_rails_forcedinduction_pro_eliterarity,0x7F60E2B1,2137055921,rails,forcedinduction,pro,eliterarity,4,8,5,8,0,yes
t0_rails_forcedinduction_pro_greyrarity,0x2ACDDCA0,718134432,rails,forcedinduction,pro,greyrarity,0,4,3,6,0,yes
t0_rails_forcedinduction_pro_rarerarity,0x8B548E5D,2337574493,rails,forcedinduction,pro,rarerarity,3,7,4,8,0,yes
t0_rails_forcedinduction_pro_uncommonrarity,0x72BD5AD4,1925012180,rails,forcedinduction,pro,uncommonrarity,2,6,4,7,0,yes
t0_rails_forcedinduction_race_commonrarity,0x8CFF3701,2365536001,rails,forcedinduction,race,commonrarity,1,3,3,4,0,yes
t0_rails_forcedinduction_race_eliterarity,0x32FCDFF6,855433206,rails,forcedinduction,race,eliterarity,4,6,4,6,0,yes
t0_rails_forcedinduction_race_greyrarity,0x5DBEB70E,1572779790,rails,forcedinduction,race,greyrarity,0,3,2,4,0,yes
t0_rails_forcedinduction_race_rarerarity,0xC474391C,3295951132,rails,forcedinduction,race,rarerarity,3,5,3,6,0,yes
t0_rails_forcedinduction_race_uncommonrarity,0xC12BBC14,3240868884,rails,forcedinduction,race,uncommonrarity,2,4,3,5,0,yes
t0_rails_forcedinduction_street_commonrarity,0x674DFD79,1733164409,rails,forcedinduction,street,commonrarity,1,1,1,2,0,yes
t0_rails_forcedinduction_street_eliterarity,0x639C55EA,1671189994,rails,forcedinduction,street,eliterarity,4,4,3,4,0,yes
t0_rails_forcedinduction_street_greyrarity,0x49ACC32F,1236058927,rails,forcedinduction,street,greyrarity,0,1,0,1,0,yes
t0_rails_forcedinduction_street_rarerarity,0x92309D01,2452659457,rails,forcedinduction,street,rarerarity,3,3,2,4,0,yes
t0_rails_forcedinduction_street_uncommonrarity,0x0C895BFC,210328572,rails,forcedinduction,street,uncommonrarity,2,2,2,3,0,yes
t0_rails_forcedinduction_uber_commonrarity,0x9F8AB9F8,2676668920,rails,forcedinduction,uber,commonrarity,1,7,5,8,0,yes
t0_rails_forcedinduction_uber_eliterarity,0xE921D334,3911308084,rails,forcedinduction,uber,eliterarity,4,10,5,10,0,yes
t0_rails_forcedinduction_uber_greyrarity,0xC0E8C7F5,3236481013,rails,forcedinduction,uber,greyrarity,0,6,4,8,0,yes
t0_rails_forcedinduction_uber_rarerarity,0x96298E5C,2519305820,rails,forcedinduction,uber,rarerarity,3,9,5,10,0,yes
t0_rails_forcedinduction_uber_uncommonrarity,0xF49850E0,4103622880,rails,forcedinduction,uber,uncommonrarity,2,8,5,9,0,yes
t0_rails_miscparts_pro_commonrarity,0x355D4DF7,895307255,rails,miscparts,pro,commonrarity,1,5,0,0,0,no
t0_rails_miscparts_pro_eliterarity,0xB65AFF04,3059416836,rails,miscparts,pro,eliterarity,4,8,0,0,0,no
t0_rails_miscparts_pro_greyrarity,0x90B250DA,2427605210,rails,miscparts,pro,greyrarity,0,4,0,0,0,no
t0_rails_miscparts_pro_rarerarity,0x05D95078,98127992,rails,miscparts,pro,rarerarity,3,7,0,0,0,no
t0_rails_miscparts_pro_uncommonrarity,0x45700EC5,1164971717,rails,miscparts,pro,uncommonrarity,2,6,0,0,0,no
t0_rails_miscparts_race_commonrarity,0x8FF642A7,2415280807,rails,miscparts,race,commonrarity,1,3,0,0,0,no
t0_rails_miscparts_race_eliterarity,0x8DFA2D58,2381983064,rails,miscparts,race,eliterarity,4,6,0,0,0,no
t0_rails_miscparts_race_greyrarity,0x7B86DDF4,2072436212,rails,miscparts,race,greyrarity,0,3,0,0,0,no
t0_rails_miscparts_race_rarerarity,0x5A590E5C,1515785820,rails,miscparts,race,rarerarity,3,5,0,0,0,no
t0_rails_miscparts_race_uncommonrarity,0xC91DECDC,3374181596,rails,miscparts,race,uncommonrarity,2,4,0,0,0,no
t0_rails_miscparts_street_commonrarity,0x10C57C7B,281377915,rails,miscparts,street,commonrarity,1,1,0,0,0,no
t0_rails_miscparts_street_eliterarity,0x44A55F20,1151688480,rails,miscparts,street,eliterarity,4,4,0,0,0,no
t0_rails_miscparts_street_greyrarity,0xE890C886,3901802630,rails,miscparts,street,greyrarity,0,1,0,0,0,no
t0_rails_miscparts_street_rarerarity,0xA9E4C37C,2850341756,rails,miscparts,street,rarerarity,3,3,0,0,0,no
t0_rails_miscparts_street_uncommonrarity,0x386BA5D0,946578896,rails,miscparts,street,uncommonrarity,2,2,0,0,0,no
t0_rails_miscparts_uber_commonrarity,0x2750F3FA,659616762,rails,miscparts,uber,commonrarity,1,7,0,0,0,no
t0_rails_miscparts_uber_eliterarity,0x5528D96B,1428740459,rails,miscparts,uber,eliterarity,4,10,0,0,0,no
t0_rails_miscparts_uber_greyrarity,0x483D011C,1211957532,rails,miscparts,uber,greyrarity,0,6,0,0,0,no
t0_rails_miscparts_uber_rarerarity,0x15687400,359166976,rails,miscparts,uber,rarerarity,3,9,0,0,0,no
t0_rails_miscparts_uber_uncommonrarity,0x053E9987,87988615,rails,miscparts,uber,uncommonrarity,2,8,0,0,0,no
t0_rails_suspension_elite_commonrarity,0x314CC3C8,827114440,rails,suspension,elite,commonrarity,1,10,6,10,20,yes
t0_rails_suspension_elite_greyrarity,0x8EFE4376,2399028086,rails,suspension,elite,greyrarity,0,10,6,9,18,yes
t0_rails_suspension_elite_uncommonrarity,0xB69CE906,3063736582,rails,suspension,elite,uncommonrarity,2,10,7,10,22,yes
t0_rails_suspension_pro_commonrarity,0x24E9B27C,619295356,rails,suspension,pro,commonrarity,1,5,4,6,12,yes
